Year,Key,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2014,Urban,98.7,100,99.73947906,,100,51,100,100,99.66,100,100,100,100,100,100,90.7,100,100,100,97.48011017,55.8,100,99.45485687,99.310844,100,76.58686066,99.945554,99.70548248,100,100,58.4,52.1,91.58890533,96.9,89.2,100,100,28.66627121,27.08223343,100,100,100,99.838367,89.17967987,42,60.71572495,99.704804,90.59688568,100,99.9096756,100,100,100,100,67.07855988,,99.859908,99.83164,99.9,97.788212,91.85385132,76.50518799,100,84,91.98251748,100,98.13198853,100,100,100,96.3180542,70.84275818,100,100,90.8,100,100,100,,100,94.463137,78.67939758,33.1,94.4,74.51625061,98.762347,100,100,100,97.08375549,99.74,100,99.92377472,100,100,100,100,96.75,100,99.97422028,100,68.4,89.00294495,34,100,99.86,100,99.9,97.78075409,100,100,61.5,14.8,100,100,100,100,100,64.79953003,46.1,100,100,79.95943451,100,93.8252182,76.9,99.5397644,99.63725,89.16928101,100,100,97.63980865,99.6,95.2,68,85.5,73.73741913,99.12875366,97.7,100,100,100,98.406807,57.36011124,84.13671112,100,100,100,100,98.61328888,100,98.92720032,76.73474884,99.831939,98.880892,95.75258636,100,100,100,100,100,100,71.8,99.4,100,75.8,100,85,99.81656184,100,43.88757324,100,100,100,100,68.02979279,53.98106384,87.21710205,11.23955536,100,98.91348267,100,94.8415451,100,95.60469818,76.3,98.07327271,100,100,100,99.24282837,53.6,99.76914978,94.77,83.2,98.63761902,100,99.96931458,100,100,100,99.77869415,51.4,100,100,100,100,99.778072,100,87.94747925,100,99.9,100,99.8,95.92,61.5,83.4
2015,Urban,92.5,100,99.77484894,,100,64,100,99.8475647,100,100,100,100,100,100,100,93.48270416,100,100,100,96.9,51.67,100,99.65255737,99.46435,100,79.58,99.956197,100,100,100,58.05200958,57.14767456,92.33903503,98.079422,89.76348877,100,100,29.49619865,32.4,100,99.876858,100,99.809718,90.97803497,37,61.65565491,99.929925,86.5,100,99.93629456,100,100,100,100,67.85555267,,99.827251,99.869408,99.1,98,91.66148376,76.33763123,100,80.71581268,85,100,98.63262939,100,100,100,96.7158432,72.38503265,100,100,88.03235626,100,100,100,,100,96.41915131,80.33864594,36.26581573,94.91694641,75.57267761,98.897656,100,100,100,97.5,99.83139359,100,99.96805573,100,100,100,100,98,100,99.99342346,100,78.1,88.31,35,100,99.93,100,98.66,97.8,100,100,64.24946594,26.04174423,100,100,100,100,100,67.69562531,48.7,100,99.96002197,83.1,100,94.17303467,77.69166565,99.52513123,99.3,90.50029755,100,100,97.86612701,100,99.10018158,68,90.8,74.6,99,95.24252319,100,100,100,98.7567215,60.2,81.5,100,100,100,100,98.98143768,99.7689743,99.07977295,77.99606323,99.815336,98.874896,95.91,100,100,100,100,100,95.1,72.9,99.56603241,100,73.01039886,100,86.9,99.9,100,45.36226654,100,100,100,100,67.6,56.35044479,87.34922791,11.42186546,100,99.67243958,100,95.31733704,100,96.27620697,77.38508606,98.23364258,100,100,100,98.5,58.68988419,99.7,95.85050201,82.00717926,100,100,99.9,100,100,100,99.91053772,51.9,100,100,100,100,99.806205,100,89.27153015,100,100,100,99.96246338,93.08476257,67.7,81.2
2016,Urban,99.5,100,99.8078537,,100,67.98610687,100,99.94052887,99.8,100,100,100,100,100,100,94.01,100,100,100,97.79410553,62.46747971,100,99.84790802,99.5,100,81.07698059,99.9,100,100,100,59.83829498,58.69766998,93.08680725,99.24687195,90.63433838,100,100,30.52303123,31.21496391,100,100,100,99.8,92.77403259,38,62.79249191,99.8,92,100,99.9602356,100,100,100,100,68.63018799,,99.9,99.8,99.99209595,98.4,91.4667511,76.16771698,100,80.98,85.4,100,99.13091278,100,100,100,97.11126709,74.11578369,100,100,89.8,100,100,100,,100,96.65752411,82.2,40.93236542,95.57803345,76.4,99.1,100,100,100,98.31375885,99.8,99.99,99.991745,100,100,100,100,99.51654816,100,99.99926758,100,84.3,88.97065735,37,100,99.8,100,99.53,98.73145294,100,100,66.36043549,31.2,100,100,100,100,100,67.3,42,100,100,82.99317932,100,94.68270874,79.89411926,99.54385376,99.8,91.8289566,100,100,98.56737518,100,99.3,66.27671814,92.3,69.3,99.53288269,94.5,100,100,100,99.17578125,58.84856415,86,100,100,100,100,99.347229,100,99.2299881,79.3,99.9,98.9,96.64108276,100,100,100,100,99.5,100,79.97,99.85751343,100,73.72340393,100,87.7,100,100,46.9,100,100,100,100,69.34727478,58.71747208,87.47899628,11.60181808,100,99,100,95.99002838,100,96.94535828,78.53261566,98.59091187,100,100,100,99.19542694,65.3,99.8476944,98.4,84.46498871,98.63,100,99.99822998,100,100,100,99.98616791,57.5,100,100,100,100,99.8,100,91.4,100,100,100,100,92.93424988,70.17121887,85.34534454
2017,Urban,99.5,100,99.83929443,,100,69.44846344,100,100,99.8,100,100,100,100,100,100,99.5,100,100,100,97.98158264,54.2,100,99.1,99.4,100,84,99.9,100,100,100,61.598629,61.8,93.83301544,99.06,91.50362396,100,100,31.52391052,33.84950256,100,99.8,100,99.9,94.56845856,40,63.90337753,99.8,92.59262848,100,99.98029327,100,100,100,100,69.96,,99.96511841,100,99.99919128,99,91.27045441,75.99623108,100,85.91979218,96.6,100,99.62763214,100,100,100,97.82,79.4,100,100,90,100,100,100,,100,96.89432526,84.19451141,45.5729599,96.21317291,78.05338287,97.8,100,100,100,99.08893585,99.89,100,99.99906158,100,100,100,100,99.81465912,100,100,100,84.05198669,89.02701569,39,100,100,100,100,99.5,100,100,68.84,40.5,100,100,100,100,100,73.85566711,57.5,100,99.7,84.98,100,95.26379395,82.09500885,99.61,100,93.15604401,99.95,100,99.24267578,100,100,60.5,92.5545213,74.25576782,99.82304382,96.64962006,100,100,100,99.64733887,60.0388031,86.8,100,100,100,100,99.71144867,100,99.37863922,80.88654327,99.8,98.9,96.4,100,100,100,100,100,100,84.8,99.93048096,100,73.52,100,91.7,100,100,48.7,100,100,100,100,71.91034698,61.08292389,87.60719299,9.6,100,99.97952271,100,96.63676453,100,97.61293793,79.65647125,98.92223358,100,100,100,99.2,65.75624847,99.9,99.30258942,88.8,99.73300934,100,99.99998474,100,100,100,100,63.16916656,100,100,100,100,99.8,100,92.28749847,100,100,100,99.9,93.00557709,75.2,85.35234833
2018,Urban,99.90214539,100,99.8981781,,100,65.27,100,100,99.9,100,100,100,100,100,100,96.5,100,100,100,97.9,64.36753082,100,99.99049377,99.5,100,85.69286346,99.9,100,100,100,62.3,61.54690933,94.57843018,99.71366119,90,100,100,32.32594681,36.2851944,100,100,100,99.9,96.36210632,41,64.81541443,99.9,93.25525665,100,99.99349213,100,100,100,100,70.70310974,,99.6,99.7,100,98.7,91.07337189,75.82396698,100,88.30995941,92.03045654,100,99.85258484,100,100,100,97.89819336,76.4,99.8,100,89.9,100,100,100,,100,97.13034058,87,50.01470947,96.64946747,79.08190918,98.9,100,100,100,99.78376007,99.88,100,99.9,100,100,100,100,99.9697876,100,100,100,87.58280182,88.88452148,40,100,100,100,100,99.62831116,100,100,70.7,41.52999496,100,100,100,100,100,76.72386169,50.45684433,100,100,85.6,100,95.64604187,84.29510498,99.60723114,99.8,94.48234558,99.97,100,99.7,100,99.3,72.2,92.19425964,74.42593384,99.91436768,95.75,100,100,100,99.84306335,47.63,81.7,99.8,100,100,100,99.8870697,100,99.52649689,82.1199646,99.9,99,97.52329254,100,100,100,100,100,100,88.6018219,99.9910965,100,76.7,100,93.5,100,100,53.2,100,100,100,100,74.3377533,63.44759369,87.73459625,12.30444717,100,100,100,97.08466339,100,98.27973938,80.58518982,99,100,100,100,99.2,69.07761383,99.91,99.89048767,83.1,99.93757629,100,99.9,100,100,100,100,70.1,100,100,100,100,99.8,100,93.58365631,100,100,100,99.9990387,85,76.7953186,85.35857391
2019,Urban,100,100,99.8,,100,72.37147522,100,100,100,100,100,100,100,100,100,97.8,100,100,100,98.48,65.31703186,100,100,99.94936371,100,88.2935791,100,100,100,100,64.59192657,62.74242401,95.32372284,99.7,93.24047852,100,100,32.1,36.7,100,100,100,100,98.15560913,41,65.59777832,99.92,93.9177475,100,99.9,100,100,100,100,71.56137085,,100,100,100,99.0198288,90.87615967,75.65156555,100,90.5704422,92.77965546,100,100,100,100,100,98.29113007,79.79828644,100,100,93.8,100,100,100,,100,97.36621857,87.70915985,54.32677841,96.95607758,79.9807663,100,100,100,100,100,99.89,100,100,100,100,100,100,100,100,100,100,90.8,88.61235809,42,100,99.9,100,99.72858429,99.84763336,100,100,75.81772614,46.42185211,100,100,100,100,100,79.46238708,45.5,100,100,91.20275116,100,95.89861298,86.49507141,100,100,95.80850983,100,100,100,100,100,72.50021362,92.67173767,74.59596252,100,94.2,100,100,100,100,49.90122604,83.9,100,100,100,100,100,100,99.67422485,83.22370911,100,100,97.96386719,100,100,100,100,100,100,93.05831146,100,100,77.57623291,100,95.2,99.9,100,51.4,100,100,100,100,76.63547516,65.81212616,87.86187744,13.12843037,100,100,100,97.40287781,100,98.9464035,81.38644409,99.05751038,100,100,100,99.11437988,73.2,99.9,100,91.83200073,100,100,100,100,99.9,100,100,70.8,100,100,100,100,99.9,100,94.75013733,100,100,100,100,93.14653015,79.87826538,85.3646698
1990,Rural,,,,,100,,,,,,100,100,,100,100,,100,100,100,,,100,,,,,58.94843202,90.89330059,100,100,,,,,,100,,,0.01,,59.4583103,,71.68682168,,,,,13.57281971,100,,100,100,100,100,,,,,,,,,100,,,100,,100,100,100,,,,100,,100,100,100,,99.7605473,,,,,,,100,100,100,,,,,100,100,100,100,58.81785656,100,90.11886684,,,,,100,,100,,,100,,,,,100,100,100,100,,,,,,100,,,,,,,100,,,,,,,,,100,99.90054896,100,,,4.043913725,,100,100,100,,,40.52385932,,,,,100,100,100,100,100,100,,,100,,100,,,,,100,,100,100,,,,,100,,,,,,19.45481322,,100,100,,,,,,,,,,,,57.9485631,,,,100,100,100,,,,,,100,,,,
1991,Rural,,,,,100,,,,,,100,100,,100,100,3.17101853,100,100,100,42.79484025,,100,,,,3.973637411,87.02842037,91.15787721,100,100,,,,,6.110515351,100,,,,,72.28858132,,73.39487552,,,,,14.57185459,100,,100,100,100,100,,,55.37917519,,,45.79456876,,,100,,,100,,100,100,100,,,,100,,100,100,100,,99.58286894,,,,,,31.25708705,100,100,100,,31.01029741,,,100,100,100,100,68.3726561,100,93.36653296,,,,,100,,100,,,100,,,,,100,100,100,100,,,,,,100,,,,,,,100,,,,,,,,,100,99.8874134,100,,,13.60678347,,100,100,100,,,43.67166732,,,,,100,100,100,100,100,100,,73.90081047,100,,100,,,,,100,,100,100,,,,,100,,,,,56.44304564,7.920005129,,100,100,,,,,,,,,,,,64.87392243,,1.978019082,,100,100,100,,,,,,100,,,,
1992,Rural,,,,,100,,,,,,100,100,,100,100,,100,100,100,48.90526011,,100,,12.78757043,,2.684903344,62.01330143,91.46222101,100,100,,,,,7.075109065,100,,,,,71.43974434,,73.81837835,,,,,15.57035542,100,,100,100,100,100,,,65.38874475,,89.59532287,55.62209723,,,100,,,100,,100,100,100,,,,100,,100,100,100,,99.53524839,,,,,,37.01250212,100,100,100,,53.35017052,,,100,100,100,100,69.29155989,100,93.21381507,,,,,100,,100,,,100,,,,,100,100,100,88.47579383,,0.889517616,,,,100,,,,79.01463247,,,100,,,13.92083214,,,10.74214107,,,100,99.8943585,100,,,14.35547998,,100,100,100,,,44.6100534,,,23.63993469,,100,100,100,100,100,100,,76.7974036,100,,100,,,,,100,,100,100,,,,,100,,,,,59.77138452,8.012709191,,100,100,,,2.648260528,,,,,,,,,64.54188989,,,,100,100,100,90.94319022,,,85.79200544,,100,,30.77044689,6.672268756,3.023971067
1993,Rural,,,,,100,,,,,,100,100,,100,100,0.132305402,100,100,100,51.01119498,,100,,12.95687776,,4.191793186,64.30439787,91.7704847,100,100,2.1188632,,,,7.731600488,100,100,,,,73.58962076,,74.27032349,,,,,16.56565094,100,,100,100,100,100,,,66.70244253,,92.64984545,56.47528857,,,100,,,100,,100,100,100,,2.00958829,,100,2.887373993,100,100,100,,99.63467166,,,,64.90338012,,38.71710237,100,100,100,39.58033844,36.1335232,,,100,100,100,100,70.21924966,100,93.06513884,,4.129531249,,,100,,100,,17.96754399,100,,,,,100,100,100,81.76189509,0.017752059,,,,,100,,,,85.5282791,,,100,,,20.22195625,,,9.182264648,,,100,99.92250435,100,46.94140568,,15.11295766,,100,100,100,,,45.58994441,,,2.749797261,49.34670579,100,100,100,100,100,100,,77.79630053,100,,100,4.874661673,,,,100,,100,100,,,,,100,,,,,61.48225842,8.297175344,,100,100,,,,,,,,,,,,64.24904901,,,,100,100,100,86.77798959,,,91.11602968,,100,,26.91729396,,6.760162135
1994,Rural,,,,,100,,,,,,100,100,,100,100,2.238844849,100,100,100,53.11155547,,100,,23.16792885,,5.678483091,82.55258411,92.08626699,100,100,1.293044065,,,,8.386175515,100,100,,,,74.20928236,,74.7630981,,,,,13.7,100,,100,100,100,100,,,67.7576492,,93.02587784,57.22355108,,,100,,,100,,100,100,100,,1.355150786,,100,3.798005665,100,100,100,,99.79416445,,,,64.34903999,,44.52286304,100,100,100,35.45754058,45.72729955,,,100,100,100,100,71.16183528,100,92.93955045,,,,,100,,100,,12.13775096,100,,,,,100,100,100,100,0.075556006,,,,,100,,,,84.3841666,,,100,,,22.82279217,,,11.10169393,,,100,99.95773137,100,41.55658319,,15.88250289,,99.98559437,100,100,,,46.61757321,,,4.879923411,51.36098903,100,100,100,100,100,100,,75.23480444,100,,100,2.060411213,,80.18822587,,100,,100,100,,,,,100,,,,,63.21471701,9.389898133,,100,100,,,,,,,75.22663571,,66.4473654,,,64.02893694,,,,100,100,100,86.68203851,,4.177109336,90.82647635,,100,,27.96685272,0.568149628,4.233107497
1995,Rural,,,,,100,,,,,,100,100,,100,100,5.436109298,100,100,100,55.21228414,,100,,19.84423833,,7.150682467,67.94611429,92.41406231,100,100,1.549491856,,,,9.045431135,100,100,,,,74.94221373,,70.85432326,,,,,18.53380966,100,,100,100,100,100,,,68.7782304,78.78121028,92.87962094,55.89171594,,6.134915335,100,,,100,,100,100,100,,2.500003678,,100,5.963841324,100,100,100,,100,39.02955487,,,65.18052652,9.447627816,45.69553731,100,100,100,37.45816719,51.58581269,,,100,100,100,100,72.12457133,100,93.03449711,99.9,,,,100,,100,,10.18798187,100,,,,,100,100,100,100,0.146068491,,,,,100,,,,86.4205374,,,100,,,20.01127607,,,12.13665923,,,100,100,100,42.35094113,0.934199591,16.66663132,,100,100,100,,,47.70705379,,56.79811384,7.105242027,53.09369756,100,100,100,100,100,100,,79.81321255,100,,100,3.893699269,,84.36518751,,100,,100,100,,,,,100,,,,,64.97314463,10.49177624,,100,100,,,0.212913842,,,,77.44276174,,70.96895287,,,63.89768134,,1.877030397,,100,100,100,86.64876778,,,94.69499433,,100,,29.07668154,1.263208289,6.958865049
1996,Rural,,,,,100,,,,,,100,100,,100,100,8.11383295,100,100,100,57.31633448,2.777057832,100,,32.95676143,,8.613678994,71.04176396,92.75804852,100,100,1.803704661,,,,9.713076885,100,100,,,,74.17947298,,75.93165522,19.88053977,,,,19.50026321,100,,100,100,100,100,88.43568451,,69.86320613,81.98750546,93.8161951,56.44596118,,7.981398737,100,,,100,47.04390862,100,100,100,,3.647287383,,100,8.179042426,100,100,100,,100,47.96536323,,,66.02085867,8.80615025,36.95100717,100,100,100,39.47555205,59.41671158,,,100,100,100,100,78.82374291,100,93.34000016,97.31860112,,,,100,,100,,17.57072581,100,,,,,100,100,100,100,0.216908891,,,,0.831307182,100,,,,87.74703139,,,100,,,29.23524849,,,13.19321459,,10.15408895,100,100,100,43.28859998,1.629561771,17.46814081,,100,100,100,,,48.86794512,2.588258412,73.38698954,4.6576524,54.84175241,100,100,100,100,100,100,,80.83529145,100,,100,5.744632507,,85.08196919,,100,,100,100,,,24.20267246,,100,,,,,66.76320338,11.60741105,,100,100,,,2.508797094,,,,78.35759615,,75.08693171,,,63.90643566,,,,100,100,100,85.26994531,99.28305133,,90.51908693,,100,,30.24250154,1.803358015,7.071053522
1997,Rural,,,,,100,,,,,,100,100,,100,100,5.881475742,100,100,100,59.42915925,2.53699146,100,,24.22403726,,10.0747982,71.83858403,93.12256692,100,100,1.977852829,,,,10.39769349,100,100,,,,76.89600209,,76.6432185,22.16022667,,,,20.45069313,100,,100,100,100,100,62.04608302,,71.02828365,82.68424377,94.22890731,59.83627572,,8.757263106,100,,,100,55.52105512,100,100,100,,4.806060788,,100,10.45539668,100,100,100,,100,49.79784683,,,66.87259402,9.39286157,41.05922064,100,100,100,41.51317118,69.5752021,,,100,100,100,100,74.13638822,100,95.66548904,97.54600636,0.183838449,,,100,,100,99.68854626,20.18256582,100,,,,,100,100,100,100,1.183102516,,,,,100,,,,87.68548313,,,100,,,32.59066886,,,14.27710133,,7.406847877,100,100,100,44.26270511,0.46799922,18.29501667,,100,100,100,,,50.11932482,,73.62489528,11.54295831,56.60979246,100,100,100,100,100,100,,81.86945165,100,,100,7.84425288,,84.03159851,,100,,100,100,,,47.67189428,,100,,,,,68.59115883,12.73821713,,100,100,,,1.22212675,,,,79.28419506,,79.06346857,,,64.10140983,,,,100,100,100,86.08593821,98.987631,1.173940416,92.20936406,72.37815261,100,92.88451153,27.08157934,2.715956516,7.197111911
1998,Rural,,,,,100,,,,,,100,100,,100,100,13.53574954,100,100,100,61.55069835,3.469752797,100,,32.67827709,,11.53578917,74.68870522,93.50955741,100,100,2.075234864,,,10.28216297,10.17946935,100,100,,,,82.96245563,,77.4540021,24.81437445,,,,21.38189316,100,,100,100,100,100,59.90140984,100,72.27979788,82.67790173,94.65821506,62.33479599,,9.545414985,100,,,100,57.39296455,100,100,100,,5.976674243,,100,13.28118097,100,100,100,100,100,51.67372396,,,67.7359672,10.01049164,43.51034589,100,100,100,43.57198657,71.81709765,,,100,100,100,100,75.19464257,100,94.23269006,97.81014326,6.647292251,,,100,,100,99.57397004,22.8290164,100,,,,,100,100,100,100,0.368868528,0.213695835,,,,100,,,,87.23459211,,,100,,,36.01914373,,,15.38938511,,11.22351976,100,100,100,42.69514976,1.015359611,19.14733221,,100,100,100,59.49763557,,51.46596493,,75.90418448,16.58170401,54.22505828,100,100,100,100,100,100,,82.91545913,100,,100,9.517456284,,86.52971113,,100,,100,100,,,40.40603589,,100,,,,,70.45867902,13.88586232,,100,100,,,1.728333352,,,,80.22246992,,82.09283476,,,64.52965012,,0.255024485,,100,100,100,86.65882632,99.10952618,3.045382686,92.39868959,81.1989481,100,96.15382232,32.62724619,2.887682822,7.337329555
1999,Rural,,,,,100,,,,,,100,100,94.45046111,100,100,16.27505167,100,100,100,63.67138858,4.409695368,100,,28.37385189,,12.98536765,76.50735511,93.90972473,100,100,0.102735099,,,,11.80817347,100,100,0.035948429,0.03683953,,79.62990055,,78.34201772,27.47281646,,,,22.5,100,,100,100,100,100,57.80209389,100,78.67832724,83.82292033,95.10050283,59.61165219,,10.34384844,100,,,100,59.30111805,100,100,100,,7.151523657,,100,15.19032698,100,100,100,100,100,54.21246244,,,68.60408894,10.65145438,44.59220639,100,100,100,48.29339736,75.8768352,,,100,100,100,100,80.35314188,100,94.79157094,93.94235333,4.53753743,,,100,,100,99.63922133,25.50934533,100,,,,,100,100,100,100,0.443407274,0.546649742,,,,100,25.09559321,,,89.30797472,,,100,,,39.50785655,,,16.52456924,,15.06236153,100,100,100,46.31613536,1.284458831,24.32679007,,100,100,100,59.00194752,,52.89943601,,77.65708579,18.38642073,56.17713399,100,100,100,100,100,100,,83.96804107,100,,100,11.61952226,,87.25463675,,100,,100,100,8.474956093,,51.07814399,,100,,,,,72.35608931,15.04325746,99.62406,100,100,,95.93387789,2.573211786,,,,81.16570368,,84.67756188,,,65.18640741,,1.07350307,,100,100,100,89.367976,99.24666698,3.290362291,94.78968449,82.29980487,100,96.55534098,33.84039041,4.249533956,13.88493039
2000,Rural,,100,,,100,,96.25147449,86.70748414,98.5339728,100,100,100,98.0660884,100,100,16.81052202,100,100,100,65.69705789,5.411790648,100,8.796472079,28.16741634,100,13.82929214,74.22414589,96.33448017,100,100,2.276293344,,,6.555239587,9.221453678,100,100,,1.281354401,100,86.54576942,95.21368316,83.27282605,30.16003464,,,92.81553152,23.7247169,100,87.84293008,100,100,100,100,55.95896671,,76.15837269,85.00118915,96.3533119,67.91776601,,11.12107244,100,,1.721933056,100,61.27290318,100,100,100,11.60526206,18.8190228,,100,14.868923,100,100,100,,100,55.00925427,,,69.3692138,7.055278624,44.80924942,100,100,100,48.09517239,79.654595,94.15985317,,100,100,100,100,77.27243526,100,95.93010306,98.91358578,6.524564081,,,100,100,100,99.51910483,27.39341527,100,,1.988831923,,99.15300907,100,100,100,100,,0.710772754,,77.83266814,,100,23.27646833,,98.2557118,93.79899876,39.09998921,100,100,26.9090074,100,36.50440588,,,18.93175538,,20.25164263,100,100,100,47.18685533,,20.98711294,100,100,100,100,58.83526197,95.02385109,55.42346843,,78.82101641,11.08939439,61.67419501,100,100,100,100,100,100,,84.95651616,100,40.06112185,100,12.81024498,100,88.88819092,,100,,100,100,,,54.557181,,100,,92.57082036,,,74.36084824,2.261520299,90.72301972,100,100,,98.02519428,2.173447723,73.9577726,,6.385298554,82.36028413,80.24718948,85.99794843,,99.5151127,71.78548354,,1.465527217,100,100,100,100,76.93396223,99.29458869,6.769369898,91.86206038,84.18344589,100,99.18650448,33.91976965,2.07416994,7.550857293
2001,Rural,,100,,,100,9.477076871,96.48611008,85.78391495,100,100,100,100,97.62413206,100,100,21.61692233,100,100,100,67.38343185,4.449228921,100,19.56150275,28.01335004,100,10.44248044,81.87576296,96.57723392,100,100,2.2798432,,,4.263536217,13.86188834,100,100,0.848310305,1.433660244,100,82.00385626,95.71488638,94.28961021,32.72654995,,,95.7712338,24.60387781,100,85.22459136,100,100,100,100,53.71530258,,77.82799638,85.74403316,95.85845236,72.32056948,,11.91271527,100,18.4691263,16.04748108,100,63.16458622,100,100,100,21.55583998,9.74393416,,100,17.35166919,100,100,100,,100,57.35601401,,,70.19974375,13.18568982,38.2392226,100,100,100,43.48357702,79.18673658,94.78384139,,100,100,100,100,82.26559857,100,96.45845437,99.4705768,8.314307172,,,100,100,100,99.55373248,30.09695826,100,,,,87.96206768,100,100,100,100,4.507062472,1.22200204,,82.71963186,,100,26.43055825,4.900046297,98.74581257,90.65774592,41.60846559,100,100,35.68994832,100,45.92818016,,,18.49131035,,14.69724546,100,100,100,47.85951188,2.031974207,21.49577224,100,100,100,100,58.70235727,95.44854917,55.29543067,2.609050181,82.29298028,16.09575099,63.41888827,100,100,100,100,100,100,,85.89586501,100,36.64779945,100,15.12958535,100,89.57638919,,100,,100,100,,,49.33363004,,100,58.71826459,90.62074134,87.62718398,,78.8466585,15.01931688,90.59830993,100,100,,98.22136878,2.811357472,86.04645542,10.84406813,5.568399262,83.28549144,92.41698562,92.84903479,,99.7166508,64.98275983,,2.272150667,100,100,100,100,79.6732254,99.38827889,8.666932654,99.17695464,85.13892804,100,95.97936695,35.12032502,5.355257342,7.650127655
2002,Rural,,100,,,100,2.984414379,100,89.32524072,95.65651762,100,100,100,100,100,100,24.46349514,100,100,100,68.89846052,6.976467873,100,23.80542705,22.52780032,97.89614624,16.72940856,84.11795444,96.80782706,100,100,2.243534192,,30.72210733,7.691765922,13.8155972,100,100,1.023678794,1.575041943,100,83.42184373,96.07361749,82.24162195,33.21566513,,,96.32259592,26.81134089,100,82.28019505,100,100,100,100,26.09915008,,77.76927236,86.54589002,96.25044719,72.95194005,,13.96752378,100,16.73042006,16.85138935,100,67.84324505,100,100,100,21.33655479,10.80453441,99.78973486,100,19.85207908,100,100,100,,100,64.14668932,,,71.01748341,10.01997439,36.95126631,100,100,100,51.46895372,81.14440923,95.15830623,,100,100,100,100,80.16178123,100,98.77851127,99.66860589,10.09185444,,,100,100,100,100,30.50798528,100,,,,80.53404844,100,100,100,100,,1.50682174,,83.72624658,1.880141593,100,29.66789109,3.489179199,98.95748338,92.91325732,43.54366916,100,100,36.81964692,100,49.09008772,,33.32683199,19.23020304,,27.75075387,100,100,100,48.69336111,2.440342234,21.99691051,100,100,100,100,58.55407853,95.84146121,56.913058,4.93592767,83.7261662,19.45957744,65.14503594,100,100,100,100,100,100,,86.85877866,100,37.71727664,100,11.25069802,100,93.05125216,,100,,100,100,0.60697292,,64.24208791,,100,78.31791757,93.60572487,88.61658457,,78.05307131,15.55779578,90.45093707,100,100,72.23764683,98.7689946,3.428843182,86.81758103,7.761593445,6.744524235,84.20093974,93.04879197,94.26444168,,99.77328458,66.17155533,93.95106827,1.966223452,100,100,100,100,81.12324389,99.5220139,10.56115091,99.8,85.5724549,100,96.3232118,36.32107209,2.170901935,7.171707159
